CIK,Filed As Of Date,Conformed Period Of Report,Keyword Sentence,item1check
0000894081,20170308,20161231,"In October, 2016, the IBT, representing ABX’s crewmember employees, filed a request with the NMB to investigate whether ABX and ATI constitute a single transportation system for the purposes of collective bargaining.",0
0000894081,20170308,20161231,"If the NMB finds that ABX and ATI are a single transportation system, then the NMB will require that the ABX and ATI crewmembers be represented by the same union.",0
0000894081,20170308,20161231,"Contract negotiations with the union could result in reduced flexibility for scheduling crewmembers and higher operating costs for the airlines, making the Company's airlines less competitive than other airlines.",0
0000894081,20170308,20161231,"Adoption of the ICAO international standard should prevent individual countries or unions from imposing unilateral measures on international aviation, such as the European Union’s Emissions Trading Scheme (EU ETS).",0
0000766792,20180402,20171231,,0
0000894081,20160314,20151231,"The cost of airline operations is significantly impacted by the cost of flight crewmembers, which can vary among airlines depending on their collective bargaining agreements.",0
0000894081,20160314,20151231,Labor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20160314,20151231,"6%Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20160314,20151231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements; •The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended;  10•U.",0
0000894081,20160314,20151231,11The Company’s airlines rely on flight crews that are unionized.,0
0000894081,20160314,20151231,"If collective bargaining agreements increase our costs and we cannot recover such increases, it may be necessary for us to terminate customer contracts or curtail planned growth.",0
0000766792,20150331,20141231,,0
0000766829,20110301,20101231,"At San Jose Water Company, 106 were executive, administrative or supervisory personnel, and 232 were members of unions.",0
0000766829,20110301,20101231,"On November 23, 2010, San Jose Water Company reached a three-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2011 through December 31, 2013.",0
0000766829,20110301,20101231,"The agreements include a 2% wage increase in 2011, 2% in 2012 and 3% in 2013 for union workers as well as increases in medical co-pays and dental deductibles.",0
0000766829,20110301,20101231,Non-exempt employees are subject to overtime but are not union represented.,0
0000766829,20110301,20101231,Other factors that could adversely affect our operating results include the following:            The level of labor and non-labor operating and maintenance expenses as affected by inflationary forces and collective bargaining power could adversely affect our operating and maintenance expenses.,0
0000766829,20100305,20091231,"At San Jose Water Company, 99 were executive, administrative or supervisory personnel, and 238 were members of unions.",0
0000766829,20100305,20091231,"On October 20, 2009, San Jose Water Company reached a one-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2010 through December 31, 2010.",0
0000766829,20100305,20091231,The agreements include no wage adjustment for union workers for the calendar year 2010 or benefit modifications.,0
0000766829,20100305,20091231,Non-exempt employees are subject to overtime but are not union represented.,0
0000766829,20100305,20091231,14    Table of Contents         The level of labor and non-labor operating and maintenance expenses as affected by inflationary forces and collective bargaining power could adversely affect the operating and maintenance expenses of SJW Corp.,0
0000894081,20120305,20111231,8Table of ContentsLabor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20120305,20111231,"9% Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20120305,20111231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements; •The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended; •U.",0
0000894081,20120305,20111231,The Company’s three airlines rely on fight crews that are unionized.,0
0000894081,20120305,20111231,"If collective bargaining agreements increase our costs and we cannot recover the increases in costs, we may decide to terminate customer contracts or curtail planned growth.",0
0000894081,20120305,20111231,"DHL may also terminate one or more aircraft leases at any time after the first 54 months of the term of the CMI agreement, in the event that DHL desires to transfer operational control of such aircraft, but is restricted from doing so by the terms of the collective bargaining agreement between ABX and its pilots' union providing that members of the pilots' union have the right to follow the aircraft to another operator, subject to providing six months' notice and paying to CAM a lump sum amount equal to two months rent.",0
0000766829,20090309,20081231,"At San Jose Water Company, 101 were executive, administrative or supervisory personnel, and 241 were members of unions.",0
0000766829,20090309,20081231,"On February 7, 2008, San Jose Water Company     7    Table of Contents  reached a two-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2008 through December 31, 2009.",0
0000766829,20090309,20081231,3% for union workers for the calendar year 2009 and minor benefit modifications.,0
0000766829,20090309,20081231,Non-exempt employees are subject to overtime but are not union represented.,0
0000766829,20090309,20081231,    The level of labor and non-labor operating and maintenance expenses as affected by inflationary forces and collective bargaining power could adversely affect the operating and maintenance expenses of SJW Corp.,0
0000894081,20180301,20171231,"The cost of airline operations is significantly impacted by the cost of flight crewmembers, which can vary among airlines depending on their collective bargaining agreements.",0
0000894081,20180301,20171231,Labor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20180301,20171231,"3%Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20180301,20171231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements; •The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended; •U.",0
0000894081,20180301,20171231,The Company’s airlines rely on flight crews that are unionized.,0
0000894081,20180301,20171231,"If collective bargaining agreements increase our costs and we cannot recover such increases, our operating results would be negatively impacted.",0
0000894081,20180301,20171231,Our operating results could be adversely impacted by negotiations regarding collective bargaining agreements with flight crewmember representatives.,0
0000894081,20180301,20171231,The flight crewmembers for each of the Company's airlines are unionized.,0
0000894081,20180301,20171231,"The collective bargaining agreement (""CBA"") between ABX and IBT and between ATI and ALPA are both currently amendable and the respective parties are each in the process of renegotiating the terms of their CBA.",0
0000894081,20180301,20171231,"The airline and the union are each required to maintain the status quo during the renegotiation of the CBA; neither the airline nor the union may engage in a lock-out, strike or other self-help until such time as they are released from further negotiations by the mediator for the National Mediation Board (""NMB""), and after the conclusion of a mandatory 30-day “cooling off” period.",0
0000894081,20180301,20171231,"Contract negotiations with the union could result in reduced flexibility for scheduling crewmembers and higher operating costs for the airlines, making the Company's airlines less competitive than other airlines.",0
0000894081,20180301,20171231,"The NMB ruled, during 2017, that ABX and ATI do not constitute a single transportation system for the purposes of collective bargaining.",0
0000894081,20180301,20171231,The NMB could reconsider whether the airlines constitute a single transportation system and require that the ABX and ATI crewmembers be represented by the same union.,0
0000766829,20180227,20171231,"At San Jose Water Company, 134 were executive, administrative or supervisory personnel, and 234 were members of unions.",0
0000766829,20180227,20171231,"On December 1, 2016 and November 8, 2016, San Jose Water Company reached three-year collective bargaining agreements with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, respectively, covering the period from January 1, 2017 through December 31, 2019.",0
0000766829,20180227,20171231,"5% wage increase in 2017, 3% in 2018 and 4% in 2019 for union workers.",0
0000766829,20180227,20171231,Non-exempt employees are subject to overtime but are not represented by a union.,0
0000766829,20180227,20171231,"As of December 31, 2017, 234 of our 411 total employees were union employees.",0
0000766829,20180227,20171231,"Most of our unionized employees are represented by the Utility Workers of America, except certain employees in the engineering department who are represented by the International Union of Operating Engineers.",0
0000766829,20180227,20171231,"16We may experience difficulties and delays in the collective bargaining process to reach suitable agreements with union employees, particularly in light of increasing healthcare and pension costs.",0
0000766829,20180227,20171231,"In addition, changes in applicable law and regulations could have an adverse effect on management’s negotiating position with the unions.",0
0000766829,20180227,20171231,"Labor actions, work stoppages or the threat of work stoppages, and our failure to obtain favorable labor contract terms during future negotiations may adversely affect our business, financial condition, results of operations, cash flows and liquidity.",0
0000894081,20190301,20181231,"The cost of airline operations is significantly impacted by the cost of flight crewmembers, which can vary among airlines depending on their collective bargaining agreements.",0
0000894081,20190301,20181231,Labor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20190301,20181231,"2%Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20190301,20181231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements;  11•The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended; •U.",0
0000894081,20190301,20181231,The Company’s airlines rely on flight crews that are unionized.,0
0000894081,20190301,20181231,"If collective bargaining agreements increase our costs and we cannot recover such increases, our operating results would be negatively impacted.",0
0000894081,20190301,20181231,Our operating results could be adversely impacted by negotiations regarding collective bargaining agreements with flight crewmember representatives.,0
0000894081,20190301,20181231,The flight crewmembers for each of the Company's airlines are unionized.,0
0000894081,20190301,20181231,"The collective bargaining agreement (""CBA"") between ABX and the IBT is currently amendable.",0
0000894081,20190301,20181231,"The airline and the union are each required to maintain the status quo during the renegotiation of the CBA; neither the airline nor the union may engage in a lock-out, strike or other self-help until such time as they are released from further negotiations by the mediator for the National Mediation Board (""NMB""), and after the conclusion of a mandatory 30-day “cooling off” period.",0
0000894081,20190301,20181231,"Contract negotiations with the union could result in reduced flexibility for scheduling crewmembers and higher operating costs for the airlines, making the Company's airlines less competitive than other airlines.",0
0000894081,20190301,20181231,"During 2017, the NMB ruled that ABX and ATI do not constitute a single transportation system for the purposes of collective bargaining.",0
0000894081,20190301,20181231,"The NMB could reconsider whether the airlines constitute a single transportation system and require that the ABX and ATI crewmembers, or that the ABX, ATI and Omni crewmembers, be represented by the same union.",0
0000894081,20190301,20181231,"In March 2018, ATI began to implement an amendment to the collective bargaining agreement with its crewmembers.",0
0000894081,20190301,20181231,ABX is negotiating with its flight crewmembers' collective bargaining unit.,0
0000894081,20190301,20181231,"The increase during 2018 also included higher flight crew wages in conjunction with an amendment to the collective bargaining agreement with the ATI crewmembers, additional employees and additional aircraft maintenance technician time to support increased block hours and increased MRO services revenues.",0
0000894081,20190301,20181231,"Employees Under Collective Bargaining AgreementsAs of December 31, 2018, the flight crewmember employees of ABX, ATI and Omni and flight attendant employees of ATI and Omni were represented by the labor unions listed below:AirlineLabor Agreement UnitPercentage ofthe Company’sEmployeesABXInternational Brotherhood of Teamsters6.",0
0000894081,20150309,20141231,"The cost of airline operations is significantly impacted by the cost of flight crewmembers, which can vary among airlines depending on their collective bargaining agreements.",0
0000894081,20150309,20141231,Labor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20150309,20141231,"9%Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20150309,20141231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements; •The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended; •U.",0
0000894081,20150309,20141231,The Company’s airlines rely on flight crews that are unionized.,0
0000894081,20150309,20141231,"If collective bargaining agreements increase our costs and we cannot recover such increases, it may be necessary for us to terminate customer contracts or curtail planned growth.",0
0000766829,20190227,20181231,"At San Jose Water Company, 132 were executive, administrative or supervisory personnel, and 235 were members of unions.",0
0000766829,20190227,20181231,"On November 8, 2016 and December 1, 2016, San Jose Water Company reached three-year collective bargaining agreements with the International Union of Operating Engineers, representing certain employees in the engineering department, and the Utility Workers of America, representing the majority of all employees, respectively, covering the period from January 1, 2017 through December 31, 2019.",0
0000766829,20190227,20181231,"5% wage increase in 2017, 3% in 2018 and 4% in 2019 for union workers.",0
0000766829,20190227,20181231,"Negotiations are expected to begin in the third quarter of 2019 for collective bargaining agreements for the period from January 1, 2020 through December 31, 2022.",0
0000766829,20190227,20181231,Non-exempt employees are subject to overtime but are not represented by a union.,0
0000766829,20190227,20181231,"As of December 31, 2018, 235 of our 416 total employees were union employees.",0
0000766829,20190227,20181231,"Most of our unionized employees are represented by the Utility Workers of America, except certain employees in the engineering department who are represented by the International Union of Operating Engineers.",0
0000766829,20190227,20181231,"We may experience difficulties and delays in the collective bargaining process to reach suitable agreements with union employees, particularly in light of increasing healthcare and pension costs.",0
0000766829,20190227,20181231,"In addition, changes in applicable law and regulations could have an adverse effect on management’s negotiating position with the unions.",0
0000766829,20190227,20181231,"Labor actions, work stoppages or the threat of work stoppages, and our failure to obtain favorable labor contract terms during future negotiations may adversely affect our business, financial condition, results of operations, cash flows and liquidity.",0
0000894081,20140310,20131231,"In September 2012, ATI and CCIA flight crewmembers, as represented by the Air Line Pilots Association International (""ALPA""), ratified a collective bargaining agreement which allowed for an integrated seniority list.",0
0000894081,20140310,20131231,Labor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20140310,20131231,"7%Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20140310,20131231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements; •The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended; •U.",0
0000894081,20140310,20131231,The Company’s airlines rely on flight crews that are unionized.,0
0000894081,20140310,20131231,"If collective bargaining agreements increase our costs and we cannot recover such increases, it may be necessary for us to terminate customer contracts or curtail planned growth.",0
0000894081,20140310,20131231,"DHL may also terminate one or more aircraft leases at any time after the first 54 months of the term of the CMI agreement, in the event that DHL desires to transfer operational control of such aircraft, but is effectively restricted from doing so by the terms of the collective bargaining agreement between ABX and its pilots' union providing that members of the pilots' union have the right to follow the aircraft to another operator, subject to providing six months' notice and paying to CAM a lump sum amount equal to two months rent.",0
0000766829,20170228,20161231,"At San Jose Water Company, 133 were executive, administrative or supervisory personnel, and 229 were members of unions.",0
0000766829,20170228,20161231,"On December 1, 2016 and November 8, 2016, San Jose Water Company reached three-year collective bargaining agreements with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, respectively, covering the period from January 1, 2017 through December 31, 2019.",0
0000766829,20170228,20161231,"5% wage increase in 2017, 3% in 2018 and 4% in 2019 for union workers.",0
0000766829,20170228,20161231,Non-exempt employees are subject to overtime but are not represented by a union.,0
0000766829,20170228,20161231,"As of December 31, 2016, 229 of our 406 total employees were union employees.",0
0000766829,20170228,20161231,"Most of our unionized employees are represented by the Utility Workers of America, except certain employees in the engineering department who are represented by the International Union of Operating Engineers.",0
0000766829,20170228,20161231,"We may experience difficulties and delays in the collective bargaining process to reach suitable agreements with union employees, particularly in light of increasing healthcare and pension costs.",0
0000766829,20170228,20161231,"In addition, changes in applicable law and regulations could have an adverse effect on management’s negotiating position with the unions.",0
0000766829,20170228,20161231,"Labor actions, work stoppages or the threat of work stoppages, and our failure to obtain favorable labor contract terms during future negotiations may adversely affect our business, financial condition, results of operations, cash flows and liquidity.",0
0000894081,20130304,20121231,5Labor AgreementsThe Company’s flight crewmembers are unionized employees.,0
0000894081,20130304,20121231,"1%Under the Railway Labor Act (“RLA”), as amended, the crewmember labor agreements do not expire, so the existing contract remains in effect throughout any negotiation process.",0
0000894081,20130304,20121231,"In September 2012, ATI and CCIA flight crewmembers, as represented by the Air Line Pilots Association International (""ALPA"") ratified a collective bargaining agreement which allows for an integrated seniority list.",0
0000894081,20130304,20121231,"In addition to the above, other laws and regulations to which we are subject, and the agencies responsible for compliance with such laws and regulations, include the following: •The labor relations of our airline subsidiaries are generally regulated under the Railway Labor Act, which vests in the National Mediation Board certain regulatory powers with respect to disputes between airlines and labor unions arising under collective bargaining agreements; •The Federal Communications Commission regulates our airline subsidiaries’ use of radio facilities pursuant to the Federal Communications Act of 1934, as amended; •U.",0
0000894081,20130304,20121231,The Company’s airlines rely on flight crews that are unionized.,0
0000894081,20130304,20121231,"If collective bargaining agreements increase our costs and we cannot recover such increases, it may be necessary for us to terminate customer contracts or curtail planned growth.",0
0000894081,20130304,20121231,"DHL may also terminate one or more aircraft leases at any time after the first 54 months of the term of the CMI agreement, in the event that DHL desires to transfer operational control of such aircraft, but is restricted from doing so by the terms of the collective bargaining agreement between ABX and its pilots' union providing that members of the pilots' union have the right to follow the aircraft to another operator, subject to providing six months' notice and paying to CAM a lump sum amount equal to two months rent.",0
0000766829,20130228,20121231,"At San Jose Water Company, 107 were executive, administrative or supervisory personnel, and 237 were members of unions.",0
0000766829,20130228,20121231,"On November 23, 2010, San Jose Water Company reached a three-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2011 through December 31, 2013.",0
0000766829,20130228,20121231,"The agreements include a 2% wage increase in 2011, 2% in 2012 and 3% in 2013 for union workers as well as increases in medical co-pays and dental deductibles.",0
0000766829,20130228,20121231,Non-exempt employees are subject to overtime but are not union represented.,0
0000766829,20130228,20121231,Other factors that could adversely affect our operating results include the following:•The level of labor and non-labor operating and maintenance expenses as affected by inflationary forces and collective bargaining power could adversely affect our operating and maintenance expenses.,0
0000894158,20170302,20161231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be good.",0
0000894158,20190227,20181231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be in good standing.",0
0000766829,20160226,20151231,"At San Jose Water Company, 122 were executive, administrative or supervisory personnel, and 235 were members of unions.",0
0000766829,20160226,20151231,"In November 2013, San Jose Water Company reached three-year collective bargaining agreements with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2014 through December 31, 2016.",0
0000766829,20160226,20151231,"The agreements include a 2% wage increase in 2014, 2% in 2015 and 3% in 2016 for union workers as well as increases in medical co-pays and employee cost-sharing.",0
0000766829,20160226,20151231,Non-exempt employees are subject to overtime but are not represented by a union.,0
0000766829,20160226,20151231,"As of December 31, 2015, 235 of our 399 total employees were union employees.",0
0000766829,20160226,20151231,"Most of our unionized employees are represented by the Utility Workers of America, except certain employees in the engineering department are represented by the International Union of Operating Engineers.",0
0000766829,20160226,20151231,"We may experience difficulties and delays in the collective bargaining process to reach suitable agreements with union employees, particularly in light of increasing healthcare and pension costs.",0
0000766829,20160226,20151231,"In addition, changes in applicable law and regulations could have an adverse effect on management's negotiating position with the unions.",0
0000766829,20160226,20151231,"Labor actions, work stoppages or the threat of work stoppages, and our failure to obtain favorable labor contract terms during future negotiations may adversely affect our business, financial condition, results of operations, cash flows and liquidity.",0
0000766829,20120229,20111231,"At San Jose Water Company, 105 were executive, administrative or supervisory personnel, and 242 were members of unions.",0
0000766829,20120229,20111231,"On November 23, 2010, San Jose Water Company reached a three-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2011 through December 31, 2013.",0
0000766829,20120229,20111231,"The agreements include a 2% wage increase in 2011, 2% in 2012 and 3% in 2013 for union workers as well as increases in medical co-pays and dental deductibles.",0
0000766829,20120229,20111231,Non-exempt employees are subject to overtime but are not union represented.,0
0000766829,20120229,20111231,Other factors that could adversely affect our operating results include the following:•The level of labor and non-labor operating and maintenance expenses as affected by inflationary forces and collective bargaining power could adversely affect our operating and maintenance expenses.,0
0000894158,20160310,20151231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be good.",0
0000894158,20180222,20171231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be good.",0
0000894158,20100331,20091231,,0
0000894158,20090331,20081231,,0
0000766829,20140228,20131231,"At San Jose Water Company, 107 were executive, administrative or supervisory personnel, and 233 were members of unions.",0
0000766829,20140228,20131231,"In November 2013, San Jose Water Company reached a three-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2014 through December 31, 2016.",0
0000766829,20140228,20131231,"The agreements include a 2% wage increase in 2014, 2% in 2015 and 3% in 2016 for union workers as well as increases in medical co-pays and employee cost-sharing.",0
0000766829,20140228,20131231,Non-exempt employees are subject to overtime but are not union represented.,0
0000766829,20140228,20131231,Other factors that could adversely affect our operating results include the following:•The level of labor and non-labor operating and maintenance expenses as affected by inflationary forces and collective bargaining power could adversely affect our operating and maintenance expenses.,0
0000894158,20120330,20111231,,0
0000894158,20150316,20141231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be good.",0
0000766829,20150225,20141231,"At San Jose Water Company, 122 were executive, administrative or supervisory personnel, and 232 were members of unions.",0
0000766829,20150225,20141231,"In November 2013, San Jose Water Company reached a three-year collective bargaining agreement with the Utility Workers of America, representing the majority of all employees, and the International Union of Operating Engineers, representing certain employees in the engineering department, covering the period from January 1, 2014 through December 31, 2016.",0
0000766829,20150225,20141231,"The agreements include a 2% wage increase in 2014, 2% in 2015 and 3% in 2016 for union workers as well as increases in medical co-pays and employee cost-sharing.",0
0000766829,20150225,20141231,Non-exempt employees are subject to overtime but are not represented by a union.,0
0000766829,20150225,20141231,"As of December 31, 2014, 232 of our 395 total employees were union employees.",0
0000766829,20150225,20141231,"Most of our unionized employees are represented by the Utility Workers of America, except certain employees in the engineering department are represented by the International Union of Operating Engineers.",0
0000766829,20150225,20141231,"We may experience difficulties and delays in the collective bargaining process to reach suitable agreements with union employees, particularly in light of increasing healthcare and pension costs.",0
0000766829,20150225,20141231,"In addition, changes in applicable law and regulations could have an adverse effect on management's negotiating position with the unions.",0
0000766829,20150225,20141231,"Labor actions, work stoppages or the threat of work stoppages, and our failure to obtain favorable labor contract terms during future negotiations may adversely affect our business, financial condition, results of operations, cash flows and liquidity.",0
0000767884,20121120,20120831,None of our employees are represented by a labor union or collective bargaining agreement.,0
0000894158,20130416,20121231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be good.",0
0000767884,20131126,20130831,employees are represented by a labor union or collective bargaining agreement.,0
0000767884,20141120,20140831,employees are represented by a labor union or collective bargaining agreement.,0
0000894158,20140331,20131231,,0
0000767884,20151123,20150831,employees are represented by a labor union or collective bargaining agreement.,0
0000767920,20130228,20121229,Our employees are not represented by a collective bargaining agreement and we have never experienced any related work stoppage.,0
0000894158,20110331,20101231,"None of our employees are covered by collective bargaining agreements, and management considers relations with our employees to be good.",0
0000767920,20110224,20101226,Our employees are not represented by a collective bargaining agreement and we have never experienced any related work stoppage.,0
0000894237,20110602,20110331,None of our employees are represented by a labor union.,0
0000894237,20100602,20100331,None of our employees are represented by a labor union.,0
0000894237,20090629,20090331,None of our employees are represented by a labor union.,0
0000894237,20170330,20161231,No employee was subject to a collective bargaining agreement.,0
0000767920,20120228,20111231,Our employees are not represented by a collective bargaining agreement and we have never experienced any related work stoppage.,0
0000894237,20150625,20150331,No employee was subject to a collective bargaining agreement.,0
0000894237,20180330,20171231,No employee was subject to a collective bargaining agreement.,0
0000767920,20140226,20131228,Our employees are not represented by a collective bargaining agreement and we have never experienced any related work stoppage.,0
0000894237,20140530,20140331,None of our employees are represented by a labor union.,0
0000894237,20130625,20130331,None of our employees are represented by a labor union.,0
0000894237,20120525,20120331,None of our employees are represented by a labor union.,0
0000767920,20150224,20141227,"Our employees are not represented by a collective bargaining agreement, and we have never experienced any related work stoppage.",0
0000767920,20100224,20091227,Our employees are not represented by a collective bargaining agreement and we have never experienced any related work stoppage.,0
0000767920,20090226,20081228,Our employees are not represented by a collective bargaining agreement and we have never experienced any related work stoppage.,0
0000768251,20130215,20121231,,0
0000768251,20090225,20081231,,0
0000768251,20100217,20091231,None of our employees are represented by a labor union or collective bargaining agreement.,0
0000894405,20170228,20161231,"Actual outcomes and results could materially differ from what is expressed, implied, or forecasted in these statements due to a number of factors, including, but not limited to:     ·    a failure of our information systems, including disruptions or failures of services essential to our operations or upon which our information technology platforms rely, data breach, and/or cybersecurity incidents;    ·    not achieving some or all of the expected financial and operating benefits of our corporate restructuring or incurring additional costs or operational inefficiencies as a result of the restructuring;    ·    relationships with employees, including unions, and our ability to attract and retain employees;    ·    unfavorable terms of, or the inability to reach agreement on, future collective bargaining agreements or a workforce stoppage by our employees covered under ABF Freight’s collective bargaining agreement;    ·    competitive initiatives and pricing pressures;    ·    union and nonunion employee wages and benefits, including changes in required contributions to multiemployer plans;     ·    the cost, integration, and performance of any recent or future acquisitions;    ·    general economic conditions and related shifts in market demand that impact the performance and needs of industries we serve and/or limit our customers’ access to adequate financial resources;    ·    governmental regulations;    ·    environmental laws and regulations, including emissions-control regulations;    ·    the loss or reduction of business from large customers;    ·    litigation or claims asserted against us;    ·    the cost, timing, and performance of growth initiatives;    ·    the loss of key employees or the inability to execute succession planning strategies;    ·    availability and cost of reliable third-party services;    ·    our ability to secure independent owner operators and/or operational or regulatory issues related to our use of their services;    ·    default on covenants of financing arrangements and the availability and terms of future financing arrangements;    ·    timing and amount of capital expenditures;    ·    self-insurance claims and insurance premium costs;    ·    availability of fuel, the effect of volatility in fuel prices and the associated changes in fuel surcharges on securing increases in base freight rates, and the inability to collect fuel surcharges;    ·    increased prices for and decreased availability of new revenue equipment, decreases in value of used revenue equipment, and higher costs of equipment-related operating expenses such as maintenance and fuel and related taxes;    ·    potential impairment of goodwill and intangible assets;    ·    maintaining our intellectual property rights, brand, and corporate reputation;    ·    seasonal fluctuations and adverse weather conditions;    ·    regulatory, economic, and other risks arising from our international business;     ·    antiterrorism and safety measures; and    ·    other financial, operational, and legal risks and uncertainties detailed from time to time in ArcBest Corporation’s public filings with the Securities and Exchange Commission (“SEC”).",0
0000894405,20170228,20161231,"As of December 2016, we had approximately 13,000 employees of which approximately 67% were members of labor unions.",0
0000894405,20170228,20161231,"As of December 2016, approximately 77% of the Asset-Based segment’s employees were covered under a collective bargaining agreement, the ABF National Master Freight Agreement (the “ABF NMFA”), with the International Brotherhood of Teamsters (the “IBT”), which extends through March 31, 2018.",0
0000894405,20170228,20161231,"Any actions taken by multiemployer pension plan trustees under the Reform Act to improve funding will not reduce the benefit contribution rates ABF Freight is obligated to pay under its current contract with the IBT, and we cannot determine with any certainty the contributions that will be required under future collective bargaining agreements for ABF Freight’s contractual employees.",0
0000894405,20170228,20161231,ABF Freight operates in a highly competitive industry which consists predominantly of nonunion motor carriers.,0
0000894405,20170228,20161231,"Nonunion competitors have a lower fringe benefit cost structure and less stringent labor work rules, and certain carriers also have lower wage rates for their freight-handling and driving personnel.",0
0000894405,20170228,20161231,Wage and benefit concessions granted to certain union competitors also allow for a lower cost structure than that of ABF Freight.,0
0000894405,20170228,20161231,"However, under its collective bargaining agreement, ABF Freight continues to pay some of the highest benefit contribution rates in the industry.",0
0000894405,20170228,20161231,"The segment competes most directly with nonunion and union LTL carriers, including YRC Freight and YRC Regional Transportation (reporting segments of YRC Worldwide Inc.",0
